engine_id,module_or_file,type,primary_role,reads,writes,known_consumers,maturity,connectivity,wp18_disposition,evidence_anchor
E01,backend/routes/pm_routes.py,route,PM-scoped project list and PM auth entry surface,"jobs_master via list_jobs; governance scope","none for /pm/jobs read path","PmProjectSelector; PM Jobs page",HIGH,CONNECTED,REUSE_AS_IS,"backend/routes/pm_routes.py:281-307"
E02,backend/routes/project_team_assignments.py,route,Canonical project roster API family,"project_team_assignments; jobs_master; user_directory; audit_events","project_team_assignments; audit rows; notifications",HIGH,CONNECTED,REUSE_AS_IS,"backend/routes/project_team_assignments.py:851-1598"
E03,backend/routes/project_identity_governance.py,route,Identity-drift detector and governance queue,"jobs_master plus 20+ project-bearing collections","project_identity_conflicts only",MEDIUM,CONNECTED,EXTEND,"backend/routes/project_identity_governance.py:1-423"
E04,backend/routes/cost_codes.py,route,Registry, assignments, progress, schedule, forecast, rollover, DOT report,"cost_code_registry; jobs_master; daily_reports; ODS projection helper","cost_code_registry; jobs_master embedded OPPC fields",HIGH,CONNECTED,EXTEND,"backend/routes/cost_codes.py:300-942"
E05,backend/services/cost_codes/foundation.py,service,Canonical cost-code normalization and persistence helpers,"jobs_master; daily_reports; project_operational_config","jobs_master.assigned_cost_codes; jobs_master OPPC embedded fields; project_operational_config",HIGH,CONNECTED,EXTEND,"backend/services/cost_codes/foundation.py:12; 641-1046"
E06,backend/services/cost_codes/schedule_engine.py,service,Deterministic schedule and forecast snapshot engine,"normalized assignments; progress actuals; overrides","derived payload only",HIGH,CONNECTED,REUSE_AS_IS,"backend/services/cost_codes/schedule_engine.py"
E07,backend/routes/daily_reports.py,route,Canonical Daily Report submission/detail/export/evidence surface,"daily_reports; jobs_master; doc_id counters; draft_telemetry; trench_excavations; docs; trust spine","daily_reports and multiple downstream best-effort emissions",HIGH,CONNECTED,REUSE_AS_IS,"backend/routes/daily_reports.py:1230-2198"
E08,backend/routes/safety_portal/daily_reports.py,route,Safety read-only projection into Daily Reports,"daily_reports","none",HIGH,CONNECTED,REUSE_AS_IS,"backend/routes/safety_portal/daily_reports.py:1-78"
E09,backend/routes/ods.py,route,ODS facts/snapshots/project-config read-management API,"operational_facts; operational_kpi_snapshots; project_operational_config; dr_v2_drafts","project_operational_config; snapshots recompute; manual DR V2 ingest side effects",HIGH,CONNECTED,EXTEND,"backend/routes/ods.py:1-193"
E10,backend/routes/ods_intelligence.py,route,PM/Admin/Executive ODS intelligence APIs,"operational_facts; operational_kpi_snapshots; jobs_master; confidence history; AI gateway cache","ods_briefs_cache only for cached generated briefs",HIGH,CONNECTED,REUSE_AS_IS,"backend/routes/ods_intelligence.py:1-731"
E11,backend/routes/operational_constraints.py,route,Operational blocker-memory substrate,"operational_constraints","operational_constraints",MEDIUM,PARTIAL,CONNECT,"backend/routes/operational_constraints.py:217-497"
E12,backend/routes/pm_command_center.py,route,PM command-center aggregation layer,"asset spine; dispatch lifecycle; defects; haul cycles; daily reports; incidents; projects","none",HIGH,CONNECTED,REUSE_AS_IS,"backend/routes/pm_command_center.py:1-23"
E13,backend/routes/project_health.py,route,Per-project friction dashboard and confidence snapshot trigger,"jobs_master; tasks; po_requests; document_expirations; incidents; corrective_actions; confidence helpers","jobs_master confidence snapshot history via helper",HIGH,CONNECTED,EXTEND,"backend/routes/project_health.py:1-517"
E14,backend/routes/oppc_execution.py,route,Project and enterprise OPPC workspace/briefing APIs,"OPPC execution helpers; briefing helpers; intelligence helpers; governance","jobs_master Monday review fields via helper; oppc_monday_briefings via helper",HIGH,CONNECTED,EXTEND,"backend/routes/oppc_execution.py:198-868"
E15,backend/services/cost_codes/oppc_execution.py,service,Project Monday review workspace builder,"jobs_master assigned cost codes + Monday review fields; daily_reports; trust_spine_events; tasks","jobs_master.oppc_monday_reviews",HIGH,CONNECTED,EXTEND,"backend/services/cost_codes/oppc_execution.py:174-730"
E16,backend/services/cost_codes/oppc_briefings.py,service,Project and enterprise Monday briefing build/freeze/approve/PDF,"OPPC workspace; jobs_master; confidence helpers; executive operations center","oppc_monday_briefings",HIGH,CONNECTED,REUSE_AS_IS,"backend/services/cost_codes/oppc_briefings.py:21-299"
E17,backend/services/cost_codes/oppc_intelligence.py,service,Variance intelligence, resource coordination, executive ops center,"jobs_master assigned cost codes and portfolio signals","variance review updates via helper paths",MEDIUM_HIGH,CONNECTED,EXTEND,"backend/services/cost_codes/oppc_intelligence.py"
E18,backend/routes/integrations/imports_exports.py,route,Manual CSV mapping fallback,"equipment_master; employees; asset_mappings; employee_mappings","asset_mappings; employee_mappings; sync log",MEDIUM,CONNECTED,REUSE_AS_IS,"backend/routes/integrations/imports_exports.py:58-335"
E19,backend/operational_intelligence/routes.py,route,Legacy operational-intelligence HTTP surface,"product registry; recipients; history; audit; compose/dispatch engine","recipient/group registries; history; audit",MEDIUM,CONNECTED,CONSOLIDATE,"backend/operational_intelligence/routes.py:12-489"
E20,backend/operational_intelligence/engine.py,service,Shared compose/render/dispatch/audit/history engine,"product registry; recipients","operational_intelligence_history; operational_intelligence_audit; dedupe",MEDIUM,CONNECTED,CONSOLIDATE,"backend/operational_intelligence/engine.py:21-258"
E21,backend/routes/operations_intelligence.py,route,Read-only fleet/shop telemetry aggregator,"asset_mappings; employee_mappings; motive_events; dispatch_assignments","none",MEDIUM,CONNECTED,CONSOLIDATE,"backend/routes/operations_intelligence.py:1-560"
E22,backend/services/operations_control/daily_reports.py,service,Daily-report delivery health probe,"daily_reports aggregate counts only","none",MEDIUM,CONNECTED,REUSE_AS_IS,"backend/services/operations_control/daily_reports.py:16-83"
